comment_id	comment_length	author	city	age
503708	9	21526682	0	21
503709	1	35971974	Акъяр	0
503711	18	9533234	Уфа	25
503712	2	22894037	0	0
503713	15	13834272	Львов	28
503714	5	9533234	Уфа	25
503715	4	14584893	Нарьян-Мар	25
503716	24	9533234	Уфа	25
503717	6	180929049	Казань	26
503719	1	55731032	Новосибирск	23
503720	8	235150985	Краснодар	0
503721	7	12478	0	0
503728	11	328322742	0	0
503735	15	5099713	0	0
503736	7	14584893	Нарьян-Мар	25
503737	19	9533234	Уфа	25
503738	19	2484410	Томск	32
503739	4	57114389	Санкт-Петербург	0
503740	10	57114389	Санкт-Петербург	0
503745	29	2484410	Томск	32
503746	54	57114389	Санкт-Петербург	0
503758	57	2484410	Томск	32
503759	10	57114389	Санкт-Петербург	0
503871	20	134344653	Севастополь	0
503663	3	97439279	Москва	0
503664	2	29747173	0	34
503665	11	101060843	Екатеринбург	18
503666	1	103068532	0	0
503668	1	4390858	0	0
503669	1	421601674	0	0
503671	2	4521671	Санкт-Петербург	0
503672	4	408219571	0	0
503673	4	114869919	Istro	0
503675	4	14390024	Ростов-на-Дону	0
503676	5	611821	Москва	35
503678	9	13727996	San_Francisco	0
503680	1	11563444	Минск	27
503681	6	132087680	Москва	0
503683	1	1063022	Санкт-Петербург	0
503685	3	59819930	Минск	22
503686	5	94858200	0	0
503688	10	213225	Санкт-Петербург	0
503718	6	180929049	Казань	26
503722	1	415662120	0	0
503743	3	36866756	0	0
503765	5	39521566	Москва	0
503766	12	36866756	0	0
504319	9	306585397	Долгопрудный	0
503643	3	176790328	Sealand	0
503644	9	176790328	Sealand	0
503645	4	282806657	Чистостем	0
503646	9	21277412	0	0
503647	5	16780749	0	22
503648	7	329951108	0	0
503656	15	185148567	0	0
503657	1	2597001	Ростов-на-Дону	0
503658	5	9453440	0	0
503670	21	126308890	Красноярск	19
503615	3	6807394	Казань	0
503616	2	3702545	0	0
503617	5	43345541	Барнаул	24
503618	6	252569101	Новосибирск	23
503619	8	32451705	0	23
503624	3	119810	Санкт-Петербург	35
503625	4	303590003	Singapore	0
503628	2	421601674	0	0
503631	1	421601674	0	0
503633	2	309411543	Москва	0
503635	3	286555289	Москва	0
503636	6	59850509	0	105
504321	12	306585397	Долгопрудный	0
503576	2	9584492	Москва	0
503577	2	3946265	Нижневартовск	0
503578	1	64868657	Москва	0
503579	2	365076	Москва	31
503580	3	1604805	Хабаровск	0
503581	3	38167349	0	0
503582	9	3426130	Москва	0
503583	4	220900571	Самара	21
503584	5	167268594	Хабаровск	19
503585	5	28961814	Тверь	0
503586	2	3586921	Краснодар	0
503589	4	64293749	Липецк	0
503590	3	36711090	0	0
503591	6	488330	Москва	101
503592	4	302620332	Москва	23
503593	1	72867911	Гомель	0
503594	1	79287797	Тюмень	26
503595	5	321887220	Москва	0
503596	5	301531	0	0
503597	6	13596474	0	0
503599	1	34800476	Tokyo	90
503607	4	404697422	0	0
503610	7	13596474	0	0
503611	9	404697422	0	0
503621	3	18531162	Калужская_Опытная_с/х_станция	0
503623	5	13596474	0	0
503637	2	359169856	Москва	0
503650	5	301446412	Осиповичи	16
503651	102	301446412	Осиповичи	16
503652	6	163972083	0	0
503653	6	301446412	Осиповичи	16
503654	7	163972083	0	0
503655	3	301446412	Осиповичи	16
503659	2	9453440	0	0
503660	9	163972083	0	0
503674	7	34600223	Москва	26
503690	18	273111429	0	0
503694	1	189562023	Москва	0
503704	24	139362164	Минск	0
503760	8	114978554	Москва	0
504324	3	306585397	Долгопрудный	0
503561	3	252569101	Новосибирск	23
503562	1	302890317	0	0
503563	14	384252816	Raccoon	0
503567	5	396655444	0	0
503570	4	135548990	0	18
503571	7	135924069	Воронеж	18
503572	3	22712431	0	24
503573	15	155293769	Ростов-на-Дону	25
503588	19	92670784	Пущино	0
503604	1	100501345	0	20
503605	6	173058777	0	0
503609	3	213842919	New_Orleans	0
503613	12	308292309	0	0
503627	2	1070231	Москва	25
503629	11	308292309	0	0
503630	5	1070231	Москва	25
503525	3	216985565	Москва	0
503526	2	103068532	0	0
503527	4	73048656	0	0
503528	1	176902060	Новосибирск	0
503530	4	100359345	Менделеевск	21
503531	1	263531491	Пермь	0
503533	1	366411049	0	35
503537	9	251220636	Черкесск	0
503539	4	239231212	Владивосток	0
503546	2	154621662	Москва	35
503547	2	16719387	Дмитров	0
503550	4	295315567	Редкино	0
503551	3	146375761	Уфа	0
503552	4	4007752	Санкт-Петербург	0
503603	25	53330339	0	0
503606	11	4007752	Санкт-Петербург	0
503622	1	281195511	Екатеринбург	0
503638	10	301446412	Осиповичи	16
503487	6	251141059	0	30
503488	4	177839630	0	0
503489	4	44041656	Санкт-Петербург	0
503490	7	68246620	0	0
503491	2	56248802	Ставрополь	24
503493	7	4296	Winterthur	0
503494	2	309924355	Ижевск	0
503495	1	198534525	Воткинск	0
503496	20	145024768	Керамкомбинат	14
503498	12	824050	Москва	0
503499	36	60775	Ставрополь	0
503501	15	191476584	Новосибирск	26
503502	5	324902971	Самара	28
503503	3	366411049	0	35
503505	10	2744479	0	0
503507	1	248398640	0	0
503508	15	191476584	Новосибирск	26
503510	10	4390858	0	0
503513	10	10380751	0	0
503514	5	32409422	0	0
503520	2	146375761	Уфа	0
503553	5	4007752	Санкт-Петербург	0
503555	27	295315567	Редкино	0
503565	2	225294004	0	0
503587	20	59850509	0	105
503639	10	301446412	Осиповичи	16
503641	25	18038551	Москва	26
503757	1	407842902	Новосибирск	16
503437	3	24877849	Москва	30
503438	2	54395219	Гомель	20
503439	2	252569101	Новосибирск	23
503440	3	63866937	0	0
503441	2	24748912	Киев	24
503442	4	10659467	Одесса	27
503443	9	229592108	Тверь	18
503445	6	2805770	Москва	0
503447	7	2717875	Минск	0
503448	5	39100966	Екатеринбург	20
503449	9	257966781	0	0
503450	15	277567245	Москва	20
503451	8	257966781	0	0
503452	10	202548845	Иннополис	24
503453	24	277567245	Москва	20
503454	6	8257902	Красноярск	0
503455	2	280415142	0	0
503456	15	257966781	0	0
503457	5	160917834	Тобольск	32
503458	2	67894625	Адлер	26
503462	8	402199419	0	0
503463	26	277567245	Москва	20
503464	20	109843645	Краснознаменск	0
503465	10	277567245	Москва	20
503466	13	109843645	Краснознаменск	0
503467	5	109843645	Краснознаменск	0
503468	14	109843645	Краснознаменск	0
503469	13	277567245	Москва	20
503471	5	20995	Санкт-Петербург	0
503472	42	109843645	Краснознаменск	0
503475	14	376375516	Santa_Monica	22
503476	54	109843645	Краснознаменск	0
503477	20	277567245	Москва	20
503478	6	109843645	Краснознаменск	0
503479	8	277567245	Москва	20
503480	5	277567245	Москва	20
503481	25	109843645	Краснознаменск	0
503482	17	277567245	Москва	20
503483	7	277567245	Москва	20
503484	9	109843645	Краснознаменск	0
503516	2	84780980	Москва	28
503518	6	84703080	0	0
503521	6	6337422	Пермь	0
503522	50	54817059	Москва	0
503532	5	198478923	Москва	31
503538	79	198478923	Москва	31
503540	11	277567245	Москва	20
503541	15	54817059	Москва	0
503544	24	277567245	Москва	20
503548	29	54817059	Москва	0
503554	5	4007752	Санкт-Петербург	0
503556	9	277567245	Москва	20
503557	6	198478923	Москва	31
503566	11	135154852	Екатеринбург	18
503640	1	187656184	Москва	0
503649	8	60366428	Омск	19
503677	17	72706726	Москва	0
503692	9	208783935	Liverpool	0
504178	14	323847519	Ярославль	18
504379	7	4198610	Санкт-Петербург	0
504407	13	393385885	0	38
504446	49	13443531	0	0
503404	6	385949646	0	0
503405	11	16688147	Стародуб	23
503406	4	228527511	0	0
503407	11	125047351	Санкт-Петербург	0
503408	6	152405555	Гомель	18
503409	5	48577426	Мытищи	20
503410	20	385949646	0	0
503411	1	189251685	Ростов-на-Дону	0
503414	1	239879561	Житомир	0
503415	3	6091430	Новосибирск	0
503416	2	105224823	Саратов	0
503417	1	390031763	Тында	0
503418	2	195814921	Волжский	0
503419	9	396655444	0	0
503420	3	37367818	Саратов	0
503421	3	226698132	0	0
503422	7	321202303	Сыктывкар	0
503423	6	12597605	Минск	27
503426	8	187935569	Санкт-Петербург	28
503427	1	187935569	Санкт-Петербург	28
503431	48	25446089	Калининград	0
503517	1	335116309	Казань	0
503542	1	257746751	0	0
503634	1	169710418	Братск	0
503369	1	3317553	Санкт-Петербург	0
503372	3	3876604	Санкт-Петербург	0
503373	2	176417770	0	30
503374	5	28390665	0	0
503375	3	53330339	0	0
503376	18	118806821	0	0
503377	9	249539914	Новосибирск	24
503378	9	112735401	Пурпе	81
503379	1	421524328	0	26
503380	1	174121555	0	22
503381	18	10455553	Днепропетровск_(Днепр)	0
503383	2	5849621	Архангельск	0
503384	13	37133696	0	31
503386	2	31583756	Москва	15
503387	29	1457031	Санкт-Петербург	0
503389	2	44041656	Санкт-Петербург	0
503397	6	5457811	0	0
503400	15	237074570	0	0
503402	63	1457031	Санкт-Петербург	0
503424	6	90588741	Bochum	0
503428	2	98114670	0	0
503433	2	101	0	0
503434	2	9922243	Киев	0
503446	4	90588741	Bochum	0
503329	7	155461450	Архангельск	20
503330	1	61036049	0	78
503331	3	227330071	Москва	0
503332	5	185128403	Москва	0
503334	7	391228909	Санкт-Петербург	116
503335	2	213953942	Казань	0
503336	4	38746588	Москва	26
503337	1	264718450	London	0
503338	10	16549590	Санкт-Петербург	0
503339	3	263617381	0	0
503340	12	220557207	Санкт-Петербург	0
503341	19	384252816	Raccoon	0
503343	19	252569101	Новосибирск	23
503344	3	3079735	0	29
503345	2	276569968	0	0
503346	3	191635102	0	0
503347	3	190984921	0	19
503348	4	160718323	Уфа	0
503349	13	173058777	0	0
503350	2	18713231	Москва	0
503351	2	27647228	Харьков	24
503352	5	285402381	Пермь	0
503355	9	141459883	0	0
503356	7	133941783	Краснодар	96
503357	22	173345799	Улан-Удэ	25
503358	2	22853728	Москва	0
503359	3	118560894	Санкт-Петербург	26
503362	3	150830572	Norei'aranda	23
503364	15	235180817	Кострома	21
503365	4	144378387	Москва	0
503366	8	321497079	0	0
503367	6	133941783	Краснодар	96
503371	4	226401	Москва	32
503388	1	337024616	0	0
503391	9	220557207	Санкт-Петербург	0
503393	22	220557207	Санкт-Петербург	0
503394	15	220557207	Санкт-Петербург	0
503399	11	416067237	0	20
503429	15	300476692	Санкт-Петербург	0
503430	1	139978443	0	0
503459	3	219060197	0	0
503568	1	10046080	Киев	0
503608	1	184871793	Одесса	0
503308	1	101	0	0
503309	7	4283215	Радужный	27
503310	1	217053959	Москва	19
503311	2	201158440	Талнах	16
503313	14	102280133	Орёл	22
503318	2	368481040	0	0
503319	1	155145938	0	0
503320	7	2692659	0	0
503321	6	4057714	Москва	33
503401	4	320311883	Иваново	0
503691	5	211970187	0	29
503285	4	101	0	0
503286	9	314131176	0	32
503287	2	4283215	Радужный	27
503288	5	133353571	Тамбов	28
503289	1	48831942	Киев	22
503290	15	152726020	Белоозерск	29
503292	2	13540547	0	0
503293	74	6091430	Новосибирск	0
503294	10	14511549	Москва	0
503295	1	175841475	Севастополь	18
503296	11	30836402	Санкт-Петербург	21
503297	42	44467378	Сыктывкар	0
503298	15	264853096	Ногинск	27
503299	13	6091430	Новосибирск	0
503300	17	44467378	Сыктывкар	0
503301	8	33804645	Омск	0
503302	113	44467378	Сыктывкар	0
503303	56	6091430	Новосибирск	0
503304	9	154221948	0	0
503305	23	44467378	Сыктывкар	0
503312	26	55352669	Запорожье	0
503314	17	44467378	Сыктывкар	0
503316	44	520357	0	0
503317	10	9055289	Москва	34
503323	1	157797825	Орёл	0
503324	13	15943728	Москва	0
503326	17	397342448	Москва	48
503328	10	15943728	Москва	0
503333	20	397342448	Москва	48
503432	32	88694179	Энгельс	25
503473	6	384590598	0	0
503485	14	9055289	Москва	34
503741	16	88694179	Энгельс	25
503742	20	9055289	Москва	34
503216	8	152726020	Белоозерск	29
503217	4	195056674	Ростов-на-Дону	0
503218	3	5135288	Ростов-на-Дону	0
503219	2	4603971	Москва	0
503220	1	7590707	Волгоград	29
503221	4	188231203	Екатеринбург	0
503222	4	188231203	Екатеринбург	0
503223	5	208867006	0	0
503224	3	32610095	Екатеринбург	32
503225	6	1711142	Санкт-Петербург	0
503226	3	95225536	Мурманск	0
503227	28	195056674	Ростов-на-Дону	0
503228	10	11178824	0	0
503229	5	56151078	Днепропетровск_(Днепр)	21
503231	17	208867006	0	0
503232	6	3009590	Москва	0
503233	14	11320665	Ростов-на-Дону	0
503234	4	250898711	Москва	0
503236	1	138438797	Канаш	0
503237	3	285819	Москва	27
503238	14	29747173	0	34
503239	13	29747173	0	34
503240	203	208867006	0	0
503242	2	44041656	Санкт-Петербург	0
503243	5	5135288	Ростов-на-Дону	0
503244	23	44041656	Санкт-Петербург	0
503245	2	28205155	Троицк	27
503246	23	5135288	Ростов-на-Дону	0
503247	8	3009590	Москва	0
503248	7	9090136	Черняховск	39
503249	21	86350626	Минск	23
503250	12	11320665	Ростов-на-Дону	0
503251	23	34163141	Черкассы	0
503252	28	195056674	Ростов-на-Дону	0
503254	9	84703080	0	0
503259	21	29747173	0	34
503260	8	29747173	0	34
503261	35	379215879	0	0
503262	8	29747173	0	34
503263	21	84703080	0	0
503266	23	15463754	0	0
503272	16	391746	0	0
503273	28	39530087	Красноярск	34
503274	21	4700849	Нижний_Новгород	0
503275	22	4700849	Нижний_Новгород	0
503277	76	391746	0	0
503279	19	4700849	Нижний_Новгород	0
503280	62	79333210	Санкт-Петербург	22
503281	18	4700849	Нижний_Новгород	0
503282	3	25080238	Санкт-Петербург	0
503474	33	22894037	0	0
503189	7	64293749	Липецк	0
503190	5	11456572	Москва	25
503191	3	116310780	Владимир	0
503192	21	99315598	Уфа	0
503258	27	3642577	Северодвинск	25
503278	4	171336276	Воронеж	0
503382	20	112987677	Ярославль	20
503396	3	520357	0	0
503155	3	115899435	Москва	0
503157	3	10900699	Ульяновск	0
503159	1	294462434	Москва	24
503160	4	145472907	0	24
503161	2	43545855	Биробиджан	0
503162	2	216970712	0	0
503163	6	15907555	Киев	31
503164	4	193749836	0	0
503165	8	183741955	Воронеж	0
503167	5	3487101	Уфа	36
503168	6	252569101	Новосибирск	23
503169	3	4390858	0	0
503170	3	209172440	Санкт-Петербург	23
503171	4	1457031	Санкт-Петербург	0
503172	4	99721420	0	17
503173	4	30894	Санкт-Петербург	0
503174	3	378020143	Краснодар	20
503175	4	200837233	0	0
503178	5	10900699	Ульяновск	0
503179	12	343906367	Днепропетровск_(Днепр)	24
503182	5	83841527	Москва	0
503183	25	5491085	0	0
503184	30	5491085	0	0
503194	3	300044122	Cork	0
503195	2	67432357	Fes	115
503235	3	37905653	Москва	23
503255	1	276569968	0	0
503264	9	201158440	Талнах	16
503267	5	192181699	0	0
503270	2	289108944	0	0
503271	4	241668683	Томск	19
503353	10	114978554	Москва	0
503114	1	155190960	Пермь	0
503115	7	18716425	Москва	0
503118	2	1796908	0	0
503119	5	21201404	Санкт-Петербург	0
503120	5	249310222	Москва	0
503121	3	60362631	Екатеринбург	0
503122	10	238304744	0	107
503123	275	276624003	Москва	19
503124	7	282229307	0	0
503127	9	17099324	Харьков	31
503128	2	87881572	0	0
503129	13	15319375	0	0
503130	15	38300807	0	0
503131	2	21201404	Санкт-Петербург	0
503132	13	67146134	Киев	0
503133	10	201920242	0	0
503135	3	187289175	Нижний_Новгород	17
503140	5	134102109	Москва	0
503142	2	5642129	Новосибирск	0
503144	10	30163758	Приладожский_	29
503146	9	5642129	Новосибирск	0
503147	1	9922243	Киев	0
503148	3	9922243	Киев	0
503186	3	289574758	Тараз	0
503187	5	15730615	0	0
503203	1	208712610	Санкт-Петербург	0
503214	12	112258851	0	0
503257	9	323228513	Кобрин	0
503269	2	146375761	Уфа	0
503460	3	359169856	Москва	0
503102	2	222888035	Москва	27
503105	4	31710694	Пенза	0
503108	4	174257163	Тольятти	0
503109	6	31710694	Пенза	0
503110	3	174257163	Тольятти	0
503111	6	4679004	Минск	0
503126	22	31710694	Пенза	0
503143	16	4679004	Минск	0
503145	5	31710694	Пенза	0
503153	12	256901399	0	0
503158	15	31710694	Пенза	0
503193	9	190440357	0	0
503196	15	184058496	0	0
503197	30	190440357	0	0
503198	21	184058496	0	0
503083	8	230933295	Санкт-Петербург	21
503084	1	204494177	0	0
503085	7	141297656	0	0
503087	1	262860419	Калининград	19
503088	20	405804	Санкт-Петербург	27
503089	3	4390858	0	0
503090	13	16296158	Когалым	0
503093	5	182106960	Каменское_/_Днепродзержинск	0
503094	5	126351744	Нижний_Новгород	19
503100	1	155145938	0	0
503103	6	1630035	Москва	33
503107	8	1631962	Санкт-Петербург	0
503112	3	331221525	Sevastopol	51
503152	12	301222912	Краснодар	0
503177	3	125590406	Рязань	0
503265	20	102722640	Москва	20
503354	4	299049854	0	0
503013	2	384252816	Raccoon	0
503015	1	313361481	0	0
503017	4	38642566	Bern	0
503018	4	3204422	Краснодар	0
503020	4	252569101	Новосибирск	23
503021	2	201920242	0	0
503024	2	31669488	0	0
503025	8	415662120	0	0
503026	3	200197676	0	0
503027	4	21636845	Москва	36
503029	8	186405462	0	28
503031	1	278575689	0	0
503032	3	274596644	Москва	24
503033	40	8642247	Карталы	38
503034	4	8511405	Воронеж	25
503035	4	415662120	0	0
503037	9	20716510	Москва	0
503038	29	198478923	Москва	31
503039	6	201920242	0	0
503044	24	415662120	0	0
503045	4	20716510	Москва	0
503046	1	276624003	Москва	19
503048	11	415662120	0	0
503049	9	73053948	Магнитогорск	0
503050	8	3194808	Санкт-Петербург	0
503051	12	20716510	Москва	0
503052	20	415662120	0	0
503055	6	186405462	0	28
503059	8	415662120	0	0
503060	9	201920242	0	0
503062	3	186405462	0	28
503065	11	415662120	0	0
503067	1	256601819	Washington,_D.C.	0
503070	6	302984513	Омск	22
503074	4	88198113	Новосибирск	0
503075	9	88198113	Новосибирск	0
503076	1	234530547	Казань	0
503077	49	20716510	Москва	0
503079	11	421108060	0	0
503092	6	219334645	Busan	0
503097	12	98188179	Тверь	0
503150	13	415662120	0	0
503151	16	415662120	0	0
503176	10	201920242	0	0
502973	5	418090844	0	0
502974	7	98034585	Москва	0
502977	13	384252816	Raccoon	0
502978	5	55659576	Владимир	22
502979	7	263917839	0	21
502980	2	8715238	0	0
502982	8	2805770	Москва	0
502983	3	39655981	Москва	0
502984	10	371739436	Санкт-Петербург	0
502985	22	703427	Akureyri	30
502986	2	6955110	0	0
502987	4	76589005	Санкт-Петербург	24
502988	11	703427	Akureyri	30
502989	17	5135288	Ростов-на-Дону	0
502990	4	76589005	Санкт-Петербург	24
502991	2	111007583	0	0
502992	5	20570982	Москва	25
503003	14	368432889	0	0
503080	11	421108060	0	0
502948	11	167268594	Хабаровск	19
502950	7	101513378	Краснодар	22
502952	2	250336376	Калуга	20
502953	6	32509152	0	0
502955	4	723602	Москва	0
502957	3	242472214	Львов	16
502958	13	301373688	0	0
502959	2	249211531	0	0
502960	10	3430859	Днепропетровск_(Днепр)	0
502961	9	223555916	Phuket	0
502963	11	54897291	Глубокое	0
502964	1	72096322	Херсон	0
502965	4	141781140	Иркутск	0
502966	4	50777773	Евпатория	21
502967	4	260133318	Куст	0
502969	1	306585397	Долгопрудный	0
502981	4	191635102	0	0
502995	7	303590003	Singapore	0
503000	3	194596367	Оренбург	0
503006	4	710047	Ростов-на-Дону	28
503047	8	21201404	Санкт-Петербург	0
503053	5	206879507	Оренбург	0
503106	4	357969949	Киев	20
503125	3	710047	Ростов-на-Дону	28
503185	3	90421871	Волгоград	18
503545	7	306585397	Долгопрудный	0
502931	3	279811528	Санкт-Петербург	16
502932	6	132783287	Москва	0
502933	1	78551058	Пермь	24
502934	1	230013	Москва	27
502935	15	307598409	Петропавловск-Камчатский	18
502936	4	128096907	0	0
502937	7	51253598	Краснодар	21
502939	15	215940729	Тюмень	0
502940	2	243497484	Киев	0
502942	6	1052728	Мытищи	0
502943	8	176927144	Москва	22
502945	8	375489792	Киев	0
502946	26	14817336	0	0
502993	7	145472907	0	24
503064	2	207241537	Москва	0
503180	1	186883014	Харьков	0
503425	11	217442697	Белгород	0
502916	2	152726020	Белоозерск	29
502917	2	18312115	Йошкар-Ола	23
502918	1	252569101	Новосибирск	23
502919	2	98437978	Раменское	23
502920	3	244306512	Новосибирск	44
502921	9	26023478	Москва	0
502922	19	244306512	Новосибирск	44
502924	1	176821215	0	0
502925	4	96241077	0	0
502927	4	11884858	Алматы	29
502928	5	268096678	0	0
502929	5	176036572	0	0
502941	13	147754864	0	0
503004	13	194596367	Оренбург	0
503096	6	176036572	0	0
503098	6	194596367	Оренбург	0
503099	11	176036572	0	0
503276	39	194596367	Оренбург	0
502906	5	306385737	0	0
502907	28	140117	Санкт-Петербург	0
502908	17	306385737	0	0
502910	9	14184696	Москва	20
502878	2	366021683	Орёл	0
502879	3	204691	Saint_Petersburg	29
502880	1	6880495	0	0
502881	9	195153798	0	0
502882	6	339052137	0	0
502883	8	177395	Санкт-Петербург	26
502884	2	242461987	Кишинев	25
502885	4	190382198	Урай	0
502886	2	4909234	Praha	0
502888	4	88353838	0	0
502889	21	22870127	Минск	0
502890	1	169295669	Москва	0
502891	7	143272152	0	0
502895	86	175281075	Москва	0
502897	4	169939588	0	0
502899	2	16919032	Благовещенск	29
502900	58	29747173	0	34
502901	21	165611309	Шебекино	62
502903	24	29747173	0	34
502909	4	31787906	0	21
502911	14	183450614	0	27
502912	10	29747173	0	34
502913	20	183450614	0	27
503005	3	260133318	Куст	0
503199	30	212316096	Москва	0
503200	11	212316096	Москва	0
503201	14	29747173	0	34
503202	16	29747173	0	34
503204	4	212316096	Москва	0
503205	4	29747173	0	34
503206	19	212316096	Москва	0
503207	5	212316096	Москва	0
503208	11	29747173	0	34
503209	2	212316096	Москва	0
503210	5	29747173	0	34
503211	7	212316096	Москва	0
503212	35	29747173	0	34
502862	3	139878802	Рязань	23
502863	6	4390858	0	0
502864	14	19584612	0	0
502865	12	290971547	0	0
502866	5	248949441	Москва	19
502870	39	1253766	Москва	0
502871	1	349825826	Череповец	0
502874	4	4871867	Владикавказ	28
502875	4	260133318	Куст	0
502938	6	389911399	0	0
502956	1	101513378	Краснодар	22
502836	6	114869919	Istro	0
502838	2	22745024	Санкт-Петербург	0
502839	1	83777527	Москва	24
502841	6	195153798	0	0
502842	3	134620554	0	0
502843	1	108434024	0	0
502844	2	185148567	0	0
502846	33	94858200	0	0
502847	22	144378387	Москва	0
502853	40	22176009	Пермь	24
502855	23	4637338	Санкт-Петербург	0
502858	15	15593784	0	0
502860	2	306142516	Екатеринбург	20
502867	7	110057	Санкт-Петербург	0
502872	1	187935569	Санкт-Петербург	28
502873	2	349825826	Череповец	0
502876	7	35971974	Акъяр	0
502887	18	8578850	Воронеж	25
502892	6	29747173	0	34
502893	17	29747173	0	34
502894	27	8578850	Воронеж	25
502896	19	29747173	0	34
502898	1	12555548	Санкт-Петербург	34
502926	7	12555548	Санкт-Петербург	34
503104	3	12299205	Санкт-Петербург	0
503138	6	16076035	Киев	25
502814	2	196916071	Светогорск	0
502817	4	1412441	Москва	0
502819	3	3702545	0	0
502820	5	14034477	Самара	0
502821	2	230392008	Ростов-на-Дону	18
502822	3	5356104	Железнодорожный_(Балашиха)	26
502823	3	21372212	Москва	0
502824	5	100343837	0	84
502826	2	67003398	Москва	0
502827	1	153107143	Санкт-Петербург	0
502828	5	39649	Санкт-Петербург	27
502831	1	241833209	Санкт-Петербург	0
502832	3	1849325	Москва	0
502848	1	72084367	0	0
502851	3	381997776	Вышний_Волочек	14
502856	5	4637338	Санкт-Петербург	0
502857	4	10447429	0	0
502868	6	50512434	Челябинск	27
502869	18	50512434	Челябинск	27
502968	4	4039076	0	0
502797	3	211139672	0	0
502808	5	12854156	0	0
502765	6	418090844	0	0
502766	4	276624003	Москва	19
502767	5	67003398	Москва	0
502770	5	5099713	0	0
502771	4	73594684	Белгород	23
502772	3	29747173	0	34
502773	5	213404109	Киев	0
502774	16	294649307	Волгоград	27
502775	20	23232389	0	0
502776	5	34229815	0	30
502777	7	322306325	0	0
502785	7	26393640	Bridgetown	0
502788	4	2018438	Москва	0
502792	8	16688147	Стародуб	23
502793	1	170354247	Калининград	0
502795	8	290971547	0	0
502800	84	26393640	Bridgetown	0
502834	17	72037939	Тула	0
502731	5	157913743	Липецк	0
502732	12	384252816	Raccoon	0
502733	4	183929892	0	22
502734	11	133042292	Мурманск	17
502735	2	60562659	Киев	0
502740	3	265632160	Москва	0
502742	6	336452179	0	0
502743	2	123301985	Федоровский	0
502744	2	155190960	Пермь	0
502745	9	133042292	Мурманск	17
502746	4	155190960	Пермь	0
502750	9	114553110	Los_Angeles	0
502752	2	179324350	Ижевск	18
502784	11	169502391	0	18
502791	1	181944673	Москва	0
502801	6	131533224	Москва	0
502803	3	103825772	0	0
502805	4	39521566	Москва	0
502810	3	135553977	0	0
502833	10	415662120	0	0
502724	8	8426228	0	0
502725	5	194882660	0	20
502728	4	2193191	Саратов	0
502729	3	91102351	0	25
502741	3	3114440	New_York_City	0
502796	4	255901241	Уфа	18
502701	6	53496035	Frankfurt_am_Main	0
502704	5	145472907	0	24
502705	21	328976992	Подольск	21
502706	17	279986989	Казань	25
502707	13	145472907	0	24
502708	14	15202178	Казань	0
502710	4	189592138	0	0
502712	6	85258460	Челябинск	0
502713	3	21201404	Санкт-Петербург	0
502715	3	152654769	0	0
502717	7	192895553	Москва	0
502721	1	2675573	Москва	22
502759	5	10431560	Москва	24
502799	6	184871793	Одесса	0
502667	2	6002366	Омск	0
502668	2	30820725	Самара	0
502669	3	90794820	Минск	21
502670	4	85145432	Москва	26
502671	5	6002366	Омск	0
502672	6	328976992	Подольск	21
502673	4	4801042	Краснодар	31
502675	4	121445121	0	15
502682	5	52396263	Казань	0
502683	3	52678340	Москва	29
502686	2	74137171	Москва	0
502688	4	44041656	Санкт-Петербург	0
502689	8	1177979	0	0
502690	13	183741955	Воронеж	0
502691	4	12153301	Москва	30
502692	8	11405185	Волжский	25
502694	7	52583643	Иркутск	33
502695	4	11405185	Волжский	25
502696	1	58910427	Херсон	24
502698	4	145834517	Харьков	0
502699	5	58910427	Херсон	24
502711	4	268726134	Казань	116
502736	21	141737038	0	0
502739	6	74137171	Москва	0
502794	36	295315567	Редкино	0
502812	24	368432889	0	0
503253	13	98871231	Краснодар	20
503268	9	368432889	0	0
502612	2	218396027	Минск	27
502614	4	4624262	0	0
502615	2	29323164	0	0
502616	1	6248687	Биробиджан	23
502619	5	38009694	0	0
502622	4	5457811	0	0
502623	5	6143347	0	26
502624	2	399960260	0	0
502625	2	384252816	Raccoon	0
502626	20	199828845	0	0
502629	3	891530	Благовещенск	34
502630	21	1642861	Екатеринбург	0
502631	6	399090494	0	0
502632	6	1867799	Москва	26
502634	1	141812243	Мурманск	0
502636	13	185054333	0	0
502638	3	11879541	0	0
502640	9	11879541	0	0
502641	3	29747173	0	34
502646	2	364222590	Ростов-на-Дону	0
502659	2	295430537	0	0
502660	4	233433999	New_York_City	116
502661	2	9542882	Лесной_городок	23
502663	2	89770158	Томск	21
502681	7	68030373	Екатеринбург	0
502697	3	131720294	0	0
502718	7	275013672	Киев	30
502719	2	22605041	Mata-Utu	0
502762	5	306585397	Долгопрудный	0
502783	4	61620429	Одесса	22
505127	3	15413291	Винница	0
502569	2	1755846	Москва	29
502570	3	313361481	0	0
502572	4	96170014	Москва	0
502573	3	168812128	Одесса	22
502575	3	100596343	Кирово-Чепецк	0
502576	7	22664029	Подольск	23
502579	6	6807231	Москва	0
502580	8	4593794	Львов	0
502582	5	634373	Санкт-Петербург	26
502583	13	99315598	Уфа	0
502585	2	156188412	Санкт-Петербург	0
502586	9	175368916	Ереван	0
502588	8	250505094	Москва	0
502589	5	4773432	Гомель	30
502591	1	41108842	0	0
502592	1	307951474	Омск	21
502598	27	201883179	0	0
502600	2	314665474	Бухара	0
